DATAFLOW,LAST UPDATE,freq,unit,wstatus,isco08,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Portugal,2021,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2010,250.79,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2011,253.89,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2012,261.05,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2013,264.36,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2014,269.83,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2015,276.58,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2016,284.10,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2017,292.66,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2018,304.68,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2019,318.67,b
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2020,333.00,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Romania,2021,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2010,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2011,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2012,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2013,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2014,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2015,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2016,295.44,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2017,295.88,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2018,298.23,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2019,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2020,287.82,b
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Serbia,2021,301.29,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2010,380.87,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2011,388.98,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2012,396.87,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2013,404.44,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2014,411.02,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2015,417.58,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2016,423.43,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2017,426.99,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2018,432.10,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2019,428.51,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2020,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Sweden,2021,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2010,243.05,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2011,249.46,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2012,254.14,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2013,262.92,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2014,277.02,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2015,282.53,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2016,301.40,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2017,310.11,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2018,317.81,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2019,326.19,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2020,330.29,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovenia,2021,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2010,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2011,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2012,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2013,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2014,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2015,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2016,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2017,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2018,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2019,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2020,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Slovakia,2021,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2010,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2011,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2012,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2013,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2014,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2015,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2016,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2017,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2018,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2019,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2020,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,Türkiye,2021,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2010,264.87,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2011,268.61,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2012,269.62,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2013,271.29,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2014,274.53,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2015,277.11,b
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2016,278.20,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2017,281.10,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2018,284.05,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2019,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2020,,
ESTAT:TPS00044(1.0),12/07/22 11:00:00,Annual,Per hundred thousand inhabitants,Practising,Medical doctors,United Kingdom,2021,,
