DATAFLOW,LAST UPDATE,freq,unit,icha11_hc,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2015,1616.41,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2016,1696.74,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2017,1770.29,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2018,1878.02,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2019,1982.76,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2020,2053.99,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2021,2308.06,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Portugal,2022,2441.73,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2011,307.69,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2012,313.18,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2013,373.66,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2014,380.14,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2015,399.83,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2016,431.88,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2017,493.75,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2018,583.91,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2019,661.28,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2020,712.57,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2021,817.47,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Romania,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2013,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2014,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2015,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2016,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2017,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2018,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2019,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2020,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2021,781.29,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Serbia,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2011,4551.05,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2012,4849.60,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2013,5018.91,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2014,4954.90,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2015,5022.10,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2016,5099.33,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2017,5147.42,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2018,5060.99,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2019,5025.41,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2020,5260.21,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2021,5812.60,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Sweden,2022,5670.90,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2013,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2014,1551.74,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2015,1603.66,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2016,1660.39,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2017,1703.65,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2018,1830.93,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2019,1975.17,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2020,2109.68,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2021,2351.11,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovenia,2022,2470.93,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2012,1026.35,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2013,1031.40,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2014,970.05,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2015,998.98,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2016,1043.40,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2017,1051.83,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2018,1099.99,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2019,1198.03,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2020,1219.91,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2021,1427.52,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Slovakia,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2013,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2014,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2015,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2016,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2017,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2018,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2019,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2020,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2021,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),Türkiye,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2013,3261.02,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2014,3559.66,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2015,4021.21,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2016,3662.83,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2017,3503.62,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2018,3607.59,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2019,3838.53,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2020,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2021,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Euro per inhabitant,Current health care expenditure (CHE),United Kingdom,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2013,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2014,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2015,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2016,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2017,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2018,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2019,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2020,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2021,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Albania,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2011,10.03,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2012,10.20,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2013,10.29,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2014,10.37,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2015,10.37,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2016,10.35,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2017,10.38,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2018,10.35,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2019,10.49,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2020,11.39,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2021,12.12,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Austria,2022,11.36,p
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2011,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2012,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2013,9.44,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2014,9.47,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2015,9.24,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2016,9.14,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2017,8.82,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2018,8.76,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2019,8.93,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2020,9.70,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2021,9.56,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bosnia and Herzegovina,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2011,10.36,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2012,10.50,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2013,10.58,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2014,10.61,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2015,10.80,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2016,10.79,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2017,10.80,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2018,10.86,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2019,10.79,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2020,11.18,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2021,10.93,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Belgium,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2011,7.10,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2012,7.54,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2013,7.14,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2014,7.68,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2015,7.39,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2016,7.46,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2017,7.50,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2018,7.33,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2019,7.09,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2020,8.48,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2021,8.56,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Bulgaria,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2011,10.05,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2012,10.14,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2013,10.38,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2014,10.43,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2015,10.78,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2016,10.99,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2017,11.05,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2018,10.77,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2019,11.06,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2020,11.70,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2021,11.62,b
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Switzerland,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2011,6.43,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2012,6.54,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2013,6.93,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2014,6.93,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2015,6.79,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2016,6.65,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2017,6.62,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2018,6.83,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2019,7.07,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2020,8.33,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2021,9.08,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Cyprus,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2011,7.56,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2012,7.62,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2013,7.52,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2014,7.61,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2015,7.37,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2016,7.45,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2017,7.38,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2018,7.47,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2019,7.60,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2020,9.21,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2021,9.49,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Czechia,2022,,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Germany,2011,10.78,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Germany,2012,10.85,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Germany,2013,11.00,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Germany,2014,11.03,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Germany,2015,11.19,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Germany,2016,11.24,
ESTAT:TPS00207(1.0),25/11/23 23:00:00,Annual,Percentage of gross domestic product (GDP),Current health care expenditure (CHE),Germany,2017,11.34,
