DATAFLOW,LAST UPDATE,freq,unit,facility,hlthcare,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,1996,315.79,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,1997,313.79,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,1998,306.31,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,1999,294.84,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2000,287.95,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2001,283.18,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2002,278.98,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2003,275.83,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2004,272.88,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2005,270.48,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2006,242.60,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2007,241.05,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2008,239.62,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2009,195.85,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2010,216.54,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2011,214.81,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2012,212.79,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2013,164.94,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2014,163.77,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2015,160.03,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2016,159.08,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2017,239.71,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2018,101.97,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2019,145.22,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2020,228.79,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2021,227.15,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Liechtenstein,2022,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1960,782.42,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1961,806.79,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1962,826.30,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1963,850.65,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1964,872.17,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1965,894.01,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1966,929.34,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1967,959.30,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1968,983.16,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1969,1009.87,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1970,1030.99,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1971,1043.40,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1972,1057.06,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1973,1068.60,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1974,1082.81,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1975,1116.71,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1976,1131.99,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1977,1140.97,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1978,1156.38,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1979,1176.63,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1980,1206.64,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1981,1220.09,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1982,1229.04,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1983,1236.23,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1984,1254.48,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1985,1277.60,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1986,1276.50,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1987,1279.60,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1988,1280.83,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1989,1265.93,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1990,1248.70,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1991,1246.53,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1992,1204.53,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1993,1183.51,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1994,1117.35,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1995,1094.02,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1996,1059.83,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1997,959.91,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1998,906.79,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,1999,895.29,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2000,883.32,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2001,833.32,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2002,810.09,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2003,785.40,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2004,756.60,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2005,728.36,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2006,716.35,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2007,719.00,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2008,717.83,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2009,718.29,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2010,716.43,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2011,743.40,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2012,744.57,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2013,731.25,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2014,726.38,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2015,696.61,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2016,669.16,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2017,655.78,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2018,643.40,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2019,634.65,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2020,601.17,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2021,605.43,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Lithuania,2022,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1960,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1961,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1962,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1963,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1964,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1965,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1966,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1967,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1968,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1969,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1970,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1971,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1972,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1973,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1974,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1975,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1976,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1977,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1978,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1979,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1980,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1981,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1982,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1983,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1984,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1985,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1986,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1987,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1988,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1989,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1990,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1991,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1992,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1993,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1994,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1995,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1996,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1997,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1998,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,1999,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2000,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2001,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2002,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2003,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2004,639.39,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2005,578.51,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2006,565.13,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2007,566.88,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2008,556.84,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2009,546.62,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2010,536.74,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2011,527.83,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2012,515.31,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2013,517.15,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2014,505.29,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2015,495.96,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2016,480.58,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2017,466.18,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2018,450.70,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2019,426.45,b
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2020,419.40,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2021,414.33,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Luxembourg,2022,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1960,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1961,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1962,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1963,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1964,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1965,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1966,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1967,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1968,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1969,,
ESTAT:HLTH_RS_BDS1(1.0),12/07/23 11:00:00,Annual,Per hundred thousand inhabitants,Available beds in hospitals (HP.1),Total,Latvia,1970,1192.80,
